Match,Date,Bet,Return,Gain,Meta,Odds,Balance,Comments,BET_TYPE,BET_STYLE,BET_RESULT,TEAM_1,TEAM_2
"Chelsea 0.0,-0.5 @ 1.990

$27.00 Single",2021-03-16 16:55:47,27.0,27.0,0.0,,1.99,848.91,,ASIAN HANDICAP,PRE MATCH,PUSH,Chelsea,
"Chelsea -0.5 @ 1.900

$20.00 Single",2021-03-17 11:17:38,20.0,20.0,0.0,,1.9,848.91,,ASIAN HANDICAP,PRE MATCH,PUSH,Chelsea,
"Chelsea 0.0,-0.5 @ 2.020

$20.00 Single",2021-03-17 14:45:08,20.0,20.0,0.0,,2.02,848.91,,ASIAN HANDICAP,PRE MATCH,PUSH,Chelsea,
"Atletico Madrid to score 2nd goal @ 3.60

$27.00 Single",2021-03-17 16:17:17,27.0,0.0,-27.0,,3.6,821.91,,TEAM TO SCORE,LIVE,LOST,Atletico Madrid,
"Atletico Madrid to score 2nd goal @ 4.00

$20.00 Single",2021-03-17 16:19:59,20.0,0.0,-20.0,,4.0,801.91,,TEAM TO SCORE,LIVE,LOST,Atletico Madrid,
"Man Utd -0.5 @ 2.000

$100.00 Single",2021-03-18 11:22:38,100.0,100.0,0.0,UCL,2.0,801.91,"AC Milan v Man Utd (0:1)
首回合1:1, 次回合曼联取胜才能晋级
曼联很热, 米兰很多主力缺阵,
但是欧联杯还是要控制风险为主, 
这一单我cash out了",ASIAN HANDICAP,PRE MATCH,PUSH,Manchester United,AC Milan
"Man Utd 0.0 @ 1.800

$50.00 Single",2021-03-18 11:22:49,50.0,50.0,0.0,UCL,1.8,801.91,"AC Milan v Man Utd (Asian handicap corner)
首回合1:1, 次回合曼联取胜才能晋级
",ASIAN CORNER HANDICAP,PRE MATCH,CASH_OUT,Manchester United,AC Milan
"Man Utd -0.5 @ 1.975

$30.00 Single",2021-03-18 11:47:13,30.0,59.25,29.25,UCL,1.975,831.16,"AC Milan v Man Utd (0:1)
首回合1:1, 次回合曼联取胜才能晋级",ASIAN HANDICAP,PRE MATCH,WIN,Manchester United,AC Milan
"Leeds 0.0 @ 2.050

$59.25 Single",2021-03-18 16:56:53,59.25,121.47,62.22,PL,2.05,893.38,"Fulham v Leeds(1:2)
fulham要保级, 利兹联排名无欲无求. 赛前赔率
看好fulham",ASIAN HANDICAP,PRE MATCH,WIN,Leeds United,
"Leeds 0.0 @ 1.800

$20.00 Single",2021-03-19 09:13:06,20.0,0.0,-20.0,PL,1.8,873.38,"Fulham v Leeds(1:2)
角球，风险控制得当, 合理对冲胜负盘",ASIAN CORNER HANDICAP,PRE MATCH,LOST,Leeds United,
"Leeds 0.0 @ 2.070

$30.00 Single",2021-03-19 14:58:48,30.0,62.1,32.1,,2.07,905.48,,ASIAN HANDICAP,PRE MATCH,WIN,Leeds United,
"Leeds @ 2.60

$30.00 Single",2021-03-19 15:22:12,30.0,78.0,48.0,,2.6,953.48,,FINAL RESULT,PRE MATCH,WIN,Leeds United,
"Arsenal -0.5 @ 1.900

$51.57 Single",2021-03-20 22:37:22,51.57,97.99,46.42,,1.9,999.9,,ASIAN HANDICAP,PRE MATCH,WIN,Arsenal,
"Arsenal -0.5 @ 1.900

$30.00 Single",2021-03-21 09:57:28,30.0,57.0,27.0,,1.9,1026.9,,ASIAN HANDICAP,PRE MATCH,WIN,Arsenal,
"Aston Villa 0.0,+0.5 @ 2.020

$24.99 Single",2021-03-21 12:02:14,24.99,0.0,-24.99,,2.02,1001.91,,ASIAN HANDICAP,PRE MATCH,LOST,,
"Aston Villa @ 3.00

$20.00 Single",2021-03-21 14:39:22,20.0,0.0,-20.0,,3.0,981.91,,FINAL RESULT,PRE MATCH,LOST,,
"Sevilla 0.0 @ 2.020

$50.00 Single",2021-04-02 17:57:22,50.0,101.0,51.0,La liga,2.02,1032.91,Sevilla v Atletico Madrid(Asian Handicap),ASIAN HANDICAP,PRE MATCH,WIN,Atletico Madrid,Sevilla
"Leeds -1.0 @ 1.940

$30.00 Single",2021-04-02 17:57:52,30.0,30.0,0.0,PL,1.94,1032.91,,ASIAN HANDICAP,PRE MATCH,PUSH,Leeds United,
"Leeds to score 4th goal @ 1.95

$20.00 Single",2021-04-03 10:30:21,20.0,0.0,-20.0,PL,1.95,1012.91,,TEAM TO SCORE,LIVE,LOST,Leeds United,
"Bayern Munich 0.0 @ 1.960

$110.00 Single",2021-04-03 11:26:51,110.0,215.6,105.6,Bundesliga,1.96,1118.51,RB Leipzig v Bayern Munich(Asian Handicap),ASIAN HANDICAP,PRE MATCH,WIN,Bayern Munich,RB Leipzig
"Liverpool @ 2.62

$20.00 Single",2021-04-03 15:19:52,20.0,52.5,32.5,,2.62,1151.01,,FINAL RESULT,PRE MATCH,WIN,Liverpool,
"Real Madrid 0.0 @ 1.950

$48.10 Single",2021-04-03 20:53:25,48.1,44.46,-3.64,UCL,1.95,1147.37,Real Madrid v Liverpool(Asian Handicap),ASIAN HANDICAP,PRE MATCH,CASH_OUT,Real Madrid,Liverpool
"Liverpool 0.0,-0.5 @ 2.100

$25.46 Single",2021-04-06 11:52:07,25.46,23.25,-2.21,UCL,2.1,1145.16,,ASIAN HANDICAP,PRE MATCH,CASH_OUT,Liverpool,
"Man City -1.5 @ 2.010

$20.00 Single
($20.00 Bet Credits)",2021-04-06 11:56:32,20.0,20.0,0.0,,2.01,1145.16,,ASIAN HANDICAP,PRE MATCH,PUSH,Manchester City,
"Liverpool 0.0 @ 2.020

$20.00 Single",2021-04-06 13:55:56,20.0,0.0,-20.0,UCL,2.02,1125.16,"Real Madrid 3: 1 Liverpool
https://www.notion.so/match-notes-938aa441680746cda6913d06e8d9ced0",ASIAN HANDICAP,PRE MATCH,LOST,Real Madrid,Liverpool
"Liverpool 0.0 @ 2.020

$23.25 Single",2021-04-06 13:56:37,23.25,0.0,-23.25,UCL,2.02,1101.91,"Real Madrid 3: 1 Liverpool
https://www.notion.so/match-notes-938aa441680746cda6913d06e8d9ced0",ASIAN HANDICAP,PRE MATCH,LOST,Real Madrid,Liverpool
"PSG +0.5 @ 1.880

$50.00 Single",2021-04-07 13:51:16,50.0,94.0,44.0,UCL,1.88,1145.91,,ASIAN HANDICAP,PRE MATCH,WIN,Paris SG,
"PSG to score 2nd goal @ 2.40

$20.00 Single",2021-04-07 14:08:01,20.0,48.0,28.0,UCL,2.4,1173.91,,TEAM TO SCORE,LIVE,WIN,Paris SG,
"PSG @ 2.10

$20.00 Single",2021-04-07 14:15:55,20.0,42.0,22.0,UCL,2.1,1195.91,,FINAL RESULT,PRE MATCH,WIN,Paris SG,
"PSG to score 6th goal @ 3.75

$20.00 Single",2021-04-07 15:31:31,20.0,0.0,-20.0,UCL,3.75,1175.91,,TEAM TO SCORE,LIVE,LOST,Paris SG,
"Leeds +1.5 @ 2.050

$34.00 Single",2021-04-07 21:19:03,34.0,69.7,35.7,PL,2.05,1211.61,"Leeds 2:1 Man City
利兹联队下半场少打一人，最后时刻逆转
投注依据: 曼城周中欧冠生死战, 这场必须轮换+大保健踢法
瓜迪奥拉在联赛无压力的强况下也有可能要卖贝尔萨一个人情
",ASIAN HANDICAP,PRE MATCH,WIN,Leeds United,Manchester City
"Barcelona 0.0,-0.5 @ 2.060

$40.00 Single",2021-04-09 11:10:11,40.0,0.0,-40.0,La liga,2.06,1171.61,"Real Madrid 2:1 Barcelona(Both Teams to Score)
基本面方面皇马周中欧冠苦战, 主力后卫瓦拉内缺阵. 这是一场决定冠军归属的关键战 (第二vs第一)
巴萨专注联赛，多休息3天",ASIAN HANDICAP,PRE MATCH,LOST,Real Madrid,Barcelona
"Union Berlin +0.5,+1.0 @ 1.930

$40.00 Single",2021-04-10 07:42:54,40.0,77.2,37.2,Bundesliga,1.93,1208.81,"Bayern 1:1 Union Berlin
最近拜仁比较关注, 比赛也搞得比较多
拜仁的问题就是双线疲惫, 伤病压力太大(莱万, 格纳布里). 所以赌一手双线崩盘",ASIAN HANDICAP,PRE MATCH,WIN,Bayern Munich,
"Union Berlin @ 4.50

$30.00 Single",2021-04-10 07:51:46,30.0,30.0,0.0,Bundesliga,4.5,1208.81,,FINAL RESULT,PRE MATCH,CASH_OUT,,
"No @ 2.62

$30.00 Single",2021-04-10 13:59:49,30.0,0.0,-30.0,La liga,2.62,1178.81,"Real Madrid 2:1 Barcelona(Both Teams to Score)
基本面方面皇马周中欧冠苦战, 主力后卫瓦拉内缺阵. 这是一场决定冠军归属的关键战 (第二vs第一)
巴萨专注联赛，多休息3天",BTTS,PRE MATCH,LOST,Real Madrid,Barcelona
"Barcelona @ 4.00

$30.00 Single",2021-04-10 14:19:39,30.0,0.0,-30.0,La liga,4.0,1148.81,"Real Madrid 2:1 Barcelona
实时滚球",FINAL RESULT,LIVE,LOST,Real Madrid,Barcelona
"Barcelona @ 8.00

$20.00 Single",2021-04-10 15:18:03,20.0,0.0,-20.0,La liga,8.0,1128.81,Real Madrid 2:1 Barcelona,FINAL RESULT,LIVE,LOST,Real Madrid,Barcelona
"Man Utd -0.5 @ 1.875

$126.90 Single",2021-04-11 10:21:37,126.9,0.0,-126.9,PL,1.875,1001.91,Tottenham v Man Utd(Asian Handicap Corners),ASIAN CORNER HANDICAP,PRE MATCH,LOST,Manchester United,Tottenham
"Man Utd 0.0,-0.5 @ 2.100

$20.00 Single",2021-04-11 10:29:43,20.0,42.0,22.0,PL,2.1,1023.91,"Tottenham v Man Utd(Asian Handicap)
曼联3: 1赢球, 但是角球没打出来.
曼联的角球属于高均值低variance, 本场卡瓦尼首发，曼联战意拉满, 投注理由充分",ASIAN HANDICAP,PRE MATCH,WIN,Manchester United,Tottenham
"FC Porto +0.5 @ 2.080

$22.00 Single",2021-04-13 13:07:46,22.0,45.76,23.76,UCL,2.08,1047.67,,ASIAN HANDICAP,PRE MATCH,WIN,,
"PSG 0.0,+0.5 @ 1.950

$50.00 Single",2021-04-13 13:10:48,50.0,0.0,-50.0,UCL,1.95,997.67,Paris 0:1 Bayern ,ASIAN HANDICAP,PRE MATCH,LOST,Bayern Munich,Paris SG
"PSG 0.0,+0.5 @ 1.950

$50.00 Single",2021-04-13 13:10:56,50.0,0.0,-50.0,UCL,1.95,947.67,Paris 0:1 Bayern ,ASIAN HANDICAP,PRE MATCH,LOST,Bayern Munich,Paris SG
"FC Porto @ 4.60

$50.00 Single",2021-04-13 13:23:24,50.0,230.0,180.0,UCL,4.6,1127.67,"Porto 1: 0 Chelsea
合理博冷. 切尔西这个队挺狗的, 第二回合在确保出线的情况下狗着踢",FINAL RESULT,PRE MATCH,WIN,Chelsea,
"FC Porto to score 1st goal @ 5.50

$50.00 Single",2021-04-13 15:30:45,50.0,275.0,225.0,UCL,5.5,1352.67,"Porto 1: 0 Chelsea
合理博冷. 切尔西这个队挺狗的, 第二回合在确保出线的情况下狗着踢",TEAM TO SCORE,LIVE,WIN,Chelsea,
"Man City -1.0 @ 2.080

$50.76 Single",2021-04-13 16:43:31,50.76,50.76,0.0,UCL,2.08,1352.67,"Man City 2:1 Dortmund
欧冠第二回合, 投注理由: 多特蒙德打拉齐奥都他妈费力...
哈兰德大概率走人, 多特这种年年卖人赚钱的队真心不看好, 球员踢球都是为了卖个好价钱
瓜迪奥拉现在是越来越经济实惠了, 能赢一球绝不赢两球",ASIAN HANDICAP,PRE MATCH,PUSH,Manchester City,Dortmund
"Man City -1.0 @ 2.080

$50.00 Single",2021-04-13 21:31:22,50.0,50.0,0.0,UCL,2.08,1352.67,,ASIAN HANDICAP,PRE MATCH,PUSH,Manchester City,
"Liverpool -0.5 @ 1.980

$50.00 Single",2021-04-14 04:41:56,50.0,0.0,-50.0,UCL,1.98,1302.67,"Liverpool 0:0 Real Madrid
次回合利物浦需要2:0才能晋级",ASIAN HANDICAP,PRE MATCH,LOST,Real Madrid,Liverpool
"Liverpool @ 2.75

$20.00 Single",2021-04-14 15:28:34,20.0,0.0,-20.0,UCL,2.75,1282.67,,FINAL RESULT,LIVE,LOST,Liverpool,
"Arsenal -0.5,-1.0 @ 2.020

$80.76 Single",2021-04-15 13:24:09,80.76,163.14,82.38,UCL,2.02,1365.05,"Arsenal 4: 0 xxxx
欧联杯, 投注依据: arsenal 虐菜指数挺高, 打弱队经常能形成压制优势
萨卡付出，坑逼奥巴梅扬没上",ASIAN HANDICAP,PRE MATCH,WIN,Arsenal,
"Wolfsburg +0.5 @ 1.990

$33.14 Single",2021-04-17 08:09:05,33.14,0.0,-33.14,Bundesliga,1.99,1331.91,"Bayern 1:0 Wolfsburg
最近拜仁比较关注, 比赛也搞得比较多
拜仁的问题就是双线疲惫, 伤病压力太大(莱万, 格纳布里). 所以赌一手双线崩盘",ASIAN HANDICAP,PRE MATCH,LOST,Bayern Munich,
"Man City -1.5 @ 1.850

$30.00 Single",2021-04-17 11:30:44,30.0,55.5,25.5,PL,1.85,1357.41,"Chelsea 1: 0 Man City
足总杯半决赛, 双方都是划水. 完全没上强度",ASIAN CORNER HANDICAP,PRE MATCH,WIN,Chelsea,Manchester City
"Draw @ 4.50

$35.50 Single",2021-04-18 22:52:07,35.5,159.75,124.25,PL,4.5,1481.66,"Leeds 1:1 Liverpool
打到这个阶段, 利兹联的比赛拿捏的死死的
独平都能压中...",FINAL RESULT,PRE MATCH,WIN,Leeds United,Liverpool
"Leeds +2.0 @ 1.800

$50.00 Single",2021-04-18 22:52:31,50.0,90.0,40.0,PL,1.8,1521.66,,ASIAN CORNER HANDICAP,PRE MATCH,WIN,Leeds United,
"Shandong Taishan -1.0 @ 1.875

$39.75 Single",2021-04-20 06:09:14,39.75,74.54,34.79,CSL,1.875,1556.45,"山东2:0 xxx
今年CSL开门红",ASIAN HANDICAP,PRE MATCH,WIN,,
"(0-0) Brighton +0.5 @ 2.075

$34.54 Single",2021-04-20 14:29:18,34.54,71.68,37.14,,2.075,1593.59,,ASIAN HANDICAP,LIVE,WIN,,
"Over 2.5,3.0 @ 1.970

$51.68 Single",2021-04-21 03:41:01,51.68,76.75,25.07,PL,1.97,1618.66,"Tottenham 2:1 Southampton
投注理由: 热刺换帅,  肯定不会再狗了...
南安普顿也是高位压迫开放型打法, 直接去大球",TOTAL GOAL,PRE MATCH,WIN,Tottenham,Southampton
"Over 2.5,3.0 @ 2.010

$40.00 Single",2021-04-21 11:18:29,40.0,60.2,20.2,PL,2.01,1638.86,"Tottenham 2:1 Southampton
投注理由: 热刺换帅,  肯定不会再狗了...
南安普顿也是高位压迫开放型打法, 直接去大球",TOTAL GOAL,PRE MATCH,WIN,Tottenham,Southampton
"Over 2.5 @ 2.00

$50.00 Single",2021-04-21 12:13:07,50.0,100.0,50.0,PL,2.0,1688.86,"Tottenham 2:1 Southampton
投注理由: 热刺换帅,  肯定不会再狗了...
南安普顿也是高位压迫开放型打法, 直接去大球",TOTAL GOAL,PRE MATCH,WIN,Tottenham,Southampton
"Getafe -1.0 @ 2.050

$36.95 Single",2021-04-21 19:07:57,36.95,36.95,0.0,La liga,2.05,1688.86,"Getafe vs Barcelona
联赛得牌最多的队对得牌最少的队，结果巴塞黄牌还多点...
结论: card千万别碰",ASIAN HANDICAP,PRE MATCH,CASH_OUT,Barcelona,Getafe
"Shanghai Shenhua @ 3.40

$36.95 Single",2021-04-23 07:47:18,36.95,125.63,88.68,CSL,3.4,1777.54,"申花2:1 国安
实盘追入, 申花实力明显占优, 战术和组织都高一档",FINAL RESULT,LIVE,WIN,Shanghai Shenhua,
"Shanghai Shenhua @ 3.50

$50.00 Single",2021-04-23 08:10:03,50.0,175.0,125.0,CSL,3.5,1902.54,"申花2:1 国安
实盘追入, 申花实力明显占优, 战术和组织都高一档",FINAL RESULT,LIVE,WIN,Shanghai Shenhua,
"Shanghai Shenhua @ 1.95

$50.63 Single",2021-04-23 09:49:29,50.63,98.73,48.1,CSL,1.95,1950.64,"申花2:1 国安
实盘追入, 申花实力明显占优, 战术和组织都高一档",FINAL RESULT,LIVE,WIN,Shanghai Shenhua,
"Everton +0.5 @ 1.890

$50.00 Single",2021-04-23 11:58:59,50.0,94.5,44.5,PL,1.89,1995.14,"Everton 1: 0 Arsenal
投注依据: 拉卡泽特缺阵
阿森纳进攻的阵眼",ASIAN HANDICAP,PRE MATCH,WIN,Arsenal,Everton
"Draw @ 6.00

$24.50 Single",2021-04-24 13:03:45,24.5,0.0,-24.5,PL,6.0,1970.64,West Ham v Chelsea,FINAL RESULT,LIVE,LOST,Chelsea,
"Over 2.5,3.0 @ 1.910

$70.00 Single",2021-04-25 10:20:40,70.0,0.0,-70.0,PL,1.91,1900.64,"Man City 1:0 Tottenham
联赛杯决赛, 热刺换帅，以为不会狗了，会对攻. 结果还是曼城狗
",TOTAL GOAL,PRE MATCH,LOST,Manchester City,Tottenham
"AC Milan 0.0,+0.5 @ 2.000

$100.00 Single",2021-04-26 11:14:18,100.0,0.0,-100.0,Serie A,2.0,1800.64,"Lazio 3: 0 AC Milan
没啥好说的... 意甲这赛季就是坑",ASIAN HANDICAP,PRE MATCH,LOST,Lazio,AC Milan
"AC Milan @ 3.10

$50.00 Single",2021-04-26 11:14:34,50.0,50.0,0.0,Serie A,3.1,1800.64,"Lazio 3: 0 AC Milan
没啥好说的... 意甲这赛季就是坑",FINAL RESULT,PRE MATCH,PUSH,Lazio,AC Milan
"AC Milan or Draw @ 2.62

$50.00 Single",2021-04-26 14:07:52,50.0,0.0,-50.0,Serie A,2.62,1750.64,"Lazio 3: 0 AC Milan
没啥好说的... 意甲这赛季就是坑",FINAL RESULT,LIVE,LOST,Lazio,AC Milan
"Chelsea 0.0,+0.5 @ 1.820

$50.00 Single",2021-04-27 13:07:41,50.0,70.5,20.5,UCL,1.82,1771.14,"Chelsea 1: 1 Real Madrid
这场开场发现皇马马塞洛明显弱点，皇马完全懵圈,
实盘持续追入切尔西.
比赛走势符合判断, 切尔西场面占优且在20分钟左右取得领先
可惜后面皇马缓过气来，没能拿下",ASIAN HANDICAP,PRE MATCH,WIN,Real Madrid,Chelsea
"Chelsea 0.0,+0.5 @ 1.820

$100.00 Single",2021-04-27 13:09:08,100.0,141.0,41.0,UCL,1.82,1812.14,"Chelsea 1: 1 Real Madrid
这场开场发现皇马马塞洛明显弱点，皇马完全懵圈,
实盘持续追入切尔西.
比赛走势符合判断, 切尔西场面占优且在20分钟左右取得领先
可惜后面皇马缓过气来，没能拿下",ASIAN HANDICAP,PRE MATCH,WIN,Real Madrid,Chelsea
"(0-0) Chelsea 0.0 @ 2.060

$100.00 Single",2021-04-27 14:06:31,100.0,100.0,0.0,UCL,2.06,1812.14,"Chelsea 1: 1 Real Madrid
这场开场发现皇马马塞洛明显弱点，皇马完全懵圈,
实盘持续追入切尔西.
比赛走势符合判断, 切尔西场面占优且在20分钟左右取得领先
可惜后面皇马缓过气来，没能拿下",ASIAN HANDICAP,LIVE,PUSH,Real Madrid,Chelsea
"(0-0) Chelsea 0.0 @ 1.890

$100.00 Single",2021-04-27 14:11:36,100.0,100.0,0.0,UCL,1.89,1812.14,"Chelsea 1: 1 Real Madrid
这场开场发现皇马马塞洛明显弱点，皇马完全懵圈,
实盘持续追入切尔西.
比赛走势符合判断, 切尔西场面占优且在20分钟左右取得领先
可惜后面皇马缓过气来，没能拿下",ASIAN HANDICAP,LIVE,PUSH,Real Madrid,Chelsea
"Chelsea to score 2nd goal @ 2.10

$20.00 Single",2021-04-27 14:25:14,20.0,0.0,-20.0,UCL,2.1,1792.14,"Chelsea 1: 1 Real Madrid
这场开场发现皇马马塞洛明显弱点，皇马完全懵圈,
实盘持续追入切尔西.
比赛走势符合判断, 切尔西场面占优且在20分钟左右取得领先
可惜后面皇马缓过气来，没能拿下",TEAM TO SCORE,LIVE,LOST,Real Madrid,Chelsea
"(0-1) Chelsea 0.0 @ 1.850

$100.00 Single",2021-04-27 14:26:22,100.0,0.0,-100.0,UCL,1.85,1692.14,"Chelsea 1: 1 Real Madrid
这场开场发现皇马马塞洛明显弱点，皇马完全懵圈,
实盘持续追入切尔西.
比赛走势符合判断, 切尔西场面占优且在20分钟左右取得领先
可惜后面皇马缓过气来，没能拿下",ASIAN HANDICAP,LIVE,LOST,Real Madrid,Chelsea
"(1-1) Chelsea -0.5 @ 2.675

$80.00 Single",2021-04-27 14:39:50,80.0,0.0,-80.0,UCL,2.675,1612.14,"Chelsea 1: 1 Real Madrid
这场开场发现皇马马塞洛明显弱点，皇马完全懵圈,
实盘持续追入切尔西.
比赛走势符合判断, 切尔西场面占优且在20分钟左右取得领先
可惜后面皇马缓过气来，没能拿下",ASIAN HANDICAP,LIVE,LOST,Real Madrid,Chelsea
"(1-1) Chelsea 0.0 @ 1.675

$100.00 Single",2021-04-27 15:22:40,100.0,100.0,0.0,UCL,1.675,1612.14,"Chelsea 1: 1 Real Madrid
这场开场发现皇马马塞洛明显弱点，皇马完全懵圈,
实盘持续追入切尔西.
比赛走势符合判断, 切尔西场面占优且在20分钟左右取得领先
可惜后面皇马缓过气来，没能拿下",ASIAN HANDICAP,LIVE,PUSH,Real Madrid,Chelsea
"Chelsea @ 3.60

$50.00 Single",2021-04-27 15:23:37,50.0,0.0,-50.0,UCL,3.6,1562.14,"Chelsea 1: 1 Real Madrid
这场开场发现皇马马塞洛明显弱点，皇马完全懵圈,
实盘持续追入切尔西.
比赛走势符合判断, 切尔西场面占优且在20分钟左右取得领先
可惜后面皇马缓过气来，没能拿下",FINAL RESULT,LIVE,LOST,Real Madrid,Chelsea
"No @ 2.10

$61.50 Single",2021-04-27 22:38:21,61.5,0.0,-61.5,UCL,2.1,1500.64,"Man CIty 2:1 Paris SG
Match Notes:
https://www.notion.so/match-notes-938aa441680746cda6913d06e8d9ced0#1c359b6bf3264585a41a74e11df57fc0",BTTS,PRE MATCH,LOST,Manchester City,Paris SG
"Shanghai Haigang -0.5,-1.0 @ 1.925

$50.00 Single",2021-04-28 04:46:51,50.0,96.25,46.25,CSL,1.925,1546.89,"上海申花 3:1 湖北
申花第一场看了, 明显是中超独一档的存在.
这场先丢一球随后逆转
重点关注",ASIAN HANDICAP,PRE MATCH,WIN,Shanghai Shenhua,
"Man City -0.5 @ 2.080

$46.25 Single",2021-04-28 07:26:38,46.25,96.2,49.95,UCL,2.08,1596.84,"Man CIty 2:1 Paris SG
Match Notes:
https://www.notion.so/match-notes-938aa441680746cda6913d06e8d9ced0#1c359b6bf3264585a41a74e11df57fc0",ASIAN HANDICAP,PRE MATCH,WIN,Manchester City,Paris SG
"Shanghai Shenhua @ 9.50

$36.20 Single",2021-04-29 05:18:35,36.2,0.0,-36.2,CSL,9.5,1560.64,"上海申花 3:1 湖北
申花第一场看了, 明显是中超独一档的存在.
这一注属于操作失误",FINAL RESULT,LIVE,LOST,Shanghai Shenhua,
"Shanghai Shenhua to score 4th goal @ 3.10

$60.00 Single",2021-04-29 06:33:11,60.0,186.0,126.0,CSL,3.1,1686.64,"上海申花 3:1 湖北
申花第一场看了, 明显是中超独一档的存在.
这场先丢一球随后逆转
重点关注",TEAM TO SCORE,LIVE,WIN,Shanghai Shenhua,
"Brighton @ 2.00

$64.73 Single",2021-05-01 08:43:38,64.73,64.73,0.0,,2.0,1686.64,"Brighton 2: 0 Leeds
利兹联的比赛拿捏的死死的. 赛前首发没有菲利普斯和拉菲尼亚基本确定白给, 重注收米",FINAL RESULT,PRE MATCH,CASH_OUT,Leeds United,
"Brighton -0.5 @ 2.110

$60.00 Single",2021-05-01 08:43:50,60.0,126.6,66.6,PL,2.11,1753.24,"Brighton 2: 0 Leeds
利兹联的比赛拿捏的死死的. 赛前首发没有菲利普斯和拉菲尼亚基本确定白给, 重注收米",ASIAN HANDICAP,PRE MATCH,WIN,Leeds United,
"Brighton -0.5 @ 2.110

$84.73 Single",2021-05-01 08:44:15,84.73,178.79,94.06,PL,2.11,1847.3,"Brighton 2: 0 Leeds
利兹联的比赛拿捏的死死的. 赛前首发没有菲利普斯和拉菲尼亚基本确定白给, 重注收米",ASIAN HANDICAP,PRE MATCH,WIN,Leeds United,
"Brighton -0.5 @ 2.100

$40.00 Single",2021-05-01 08:50:29,40.0,84.0,44.0,PL,2.1,1891.3,"Brighton 2: 0 Leeds
利兹联的比赛拿捏的死死的. 赛前首发没有菲利普斯和拉菲尼亚基本确定白给, 重注收米",ASIAN HANDICAP,PRE MATCH,WIN,Leeds United,
"Over 2.5 @ 2.20

$39.39 Single",2021-05-01 12:36:05,39.39,0.0,-39.39,PL,2.2,1851.91,Chelsea 2:0 Fulham,TOTAL GOAL,LIVE,LOST,Chelsea,
"Over 2.5,3.0 @ 1.930

$50.00 Single",2021-05-02 11:02:09,50.0,96.5,46.5,,1.93,1898.41,,TOTAL GOAL,PRE MATCH,WIN,,
"Chelsea 0.0,-0.5 @ 1.920

$96.50 Single",2021-05-03 07:16:27,96.5,91.68,-4.82,,1.92,1893.59,,ASIAN HANDICAP,PRE MATCH,CASH_OUT,Chelsea,
"(0-0) Sevilla -1.0 @ 2.200

$50.00 Single",2021-05-03 14:22:53,50.0,0.0,-50.0,,2.2,1843.59,,ASIAN HANDICAP,LIVE,LOST,Sevilla,
"(0-0) Sevilla -0.5 @ 1.990

$50.00 Single",2021-05-03 15:05:37,50.0,0.0,-50.0,,1.99,1793.59,,ASIAN HANDICAP,LIVE,LOST,Sevilla,
"Sevilla @ 3.00

$50.00 Single",2021-05-03 15:33:04,50.0,0.0,-50.0,,3.0,1743.59,,FINAL RESULT,PRE MATCH,LOST,Sevilla,
"Over 2.5 @ 2.37

$50.00 Single",2021-05-04 15:24:18,50.0,0.0,-50.0,,2.37,1693.59,,TOTAL GOAL,PRE MATCH,LOST,,
"Real Madrid 0.0 @ 2.000

$100.00 Single",2021-05-04 22:18:18,100.0,200.0,100.0,UCL,2.0,1793.59,"Chelsea v Real Madrid(Asian Handicap Corners)
欧冠次回合, 皇马需要赢， 这个角球盘很便宜",ASIAN CORNER HANDICAP,PRE MATCH,WIN,Real Madrid,Chelsea
"Shanghai Shenhua @ 5.00

$50.00 Single",2021-05-05 08:15:01,50.0,0.0,-50.0,,5.0,1743.59,,FINAL RESULT,PRE MATCH,LOST,Shanghai Shenhua,
"(0-0) Shanghai Shenhua 0.0 @ 2.750

$100.00 Single",2021-05-05 08:16:32,100.0,100.0,0.0,,2.75,1743.59,,ASIAN HANDICAP,LIVE,PUSH,Shanghai Shenhua,
"(0-0) Shanghai Shenhua 0.0 @ 2.750

$50.00 Single",2021-05-05 08:16:49,50.0,50.0,0.0,,2.75,1743.59,,ASIAN HANDICAP,LIVE,PUSH,Shanghai Shenhua,
"(0-0) Over 1.0 @ 2.350

$100.00 Single",2021-05-05 08:19:31,100.0,235.0,135.0,CSL,2.35,1878.59,"Shanghai Shenhua v Shanghai Haigang (1:1)
上海申花换人调整符合预期, 下半场后半段实盘追入。结果上海申花补时扳平",TOTAL GOAL,LIVE,WIN,Shanghai Shenhua,
"Shanghai Shenhua @ 41.00

$10.00 Single",2021-05-05 08:37:34,10.0,0.0,-10.0,,41.0,1868.59,,FINAL RESULT,PRE MATCH,LOST,Shanghai Shenhua,
"Chelsea 0.0,-0.5 @ 1.940

$75.00 Single",2021-05-05 09:26:21,75.0,145.5,70.5,UCL,1.94,1939.09,"Chelsea v Real Madrid(Asian Handicap)
这个赛季重点关注的切尔西, 防守稳健, 反击能力非常强. 皇马走到半决赛已经是到了极限, 阿扎尔首发基本确定走远",ASIAN HANDICAP,PRE MATCH,WIN,Real Madrid,Chelsea
"No @ 1.95

$100.00 Single",2021-05-05 13:11:25,100.0,195.0,95.0,UCL,1.95,2034.09,"Chelsea v Real Madrid(Asian Handicap)
这个赛季重点关注的切尔西, 防守稳健, 反击能力非常强. 皇马走到半决赛已经是到了极限, 阿扎尔首发基本确定走远",BTTS,PRE MATCH,WIN,Real Madrid,Chelsea
